stt,name,name (english),type,address,license no,issue date,phone,fax,website,email
5815,CÔNG TY TNHH PHÁT TRIỂN DU LỊCH VÀ GIÁO DỤC HOÀNG ANH,CÔNG TY TNHH PHÁT TRIỂN DU LỊCH VÀ GIÁO DỤC HOÀNG ANH,Domestic travel,,19-0032/2024/SVHTTDL-GP LHNĐ,05/08/2024,0917.109.553,,,hh.llcs@gmail.com
5816,CÔNG TY TNHH THƯƠNG MAI VÀ DU LỊCH TRAVEL HOUSE,CÔNG TY TNHH THƯƠNG MAI VÀ DU LỊCH TRAVEL HOUSE,Domestic travel,,19-0033/2024/SVHTTDL-GP LHNĐ,05/08/2024,0979.522.665,,,dieuhanh.travelhouse@gmail.com
5819,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH AN PHÁT TRAVEL,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH AN PHÁT TRAVEL,Domestic travel,,25-0042/2023/SVHTTDL-GP LHNĐ,14/08/2023,"0941039696, 0944230755",,,anphatbay@gmail.com
5822,CÔNG TY TNHH DU LỊCH VÀ DỊCH VỤ HƯNG PHÁT,CÔNG TY TNHH DU LỊCH VÀ DỊCH VỤ HƯNG PHÁT,Domestic travel,,25-0043/2023/SVHTTDL-GP LHNĐ,20/12/2023,0978992798/0961328563,,,sale.hungphattravel@gmail.com
5823,CÔNG TY TNHH KHOA HỌC GIÁO DỤC VÀ ĐÀO TẠO ĐẠI TRÍ,TRUNG TÂM PHÁT TRIỂN DU LỊCH LỮ HÀNH ĐẠI TRÍ TRAVEL,Domestic travel,,25-0044/2023/SVHTTDL-GP LHNĐ,20/12/2023,397444900,,,Dainguyenedu@gmail.com
5824,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI HÀNH KHÁCH PHƯƠNG ANH,,Domestic travel,,25-0045/2024/SVHTTDL-GP LHNĐ,29/02/2024,915572415,,,xedulichphuonganh123@gmail.com
5825,CÔNG TY TNHH VẬN TẢI VÀ DU LỊCH THANH SƠN,CÔNG TY TNHH VẬN TẢI VÀ DU LỊCH THANH SƠN,Domestic travel,,25-0046/2024/SVHTTDL-GP LHNĐ,15/03/2024,982194915,,,dulichthanhsondl@gmail.com
5826,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH SÔNG THAO,Sông Thao Travel,Domestic travel,,25-0047/2024/SVHTTDL-GP LHNĐ,26/12/2024,382569069,,,dulichsongthao.camkhe.dieuhanh@gmail.com
5827,CÔNG TY CỔ PHẦN TID GROUP,CÔNG TY CỔ PHẦN TID GROUP,Domestic travel,,25-0048/2024/SVHTTDL-GP LHNĐ,20/11/2024,0948.033.388,,,trandung8186@gmail.com
5828,CÔNG TY CỔ PHẦN DU LỊCH BHT,CÔNG TY CỔ PHẦN DU LỊCH BHT,Domestic travel,,26-0001/2019/SVHTTDL-GP LHNĐ,21/01/2019,2113579886,,bhttourist.com,bhttourist@gmail.com
5829,CÔNG TY TNHH PHÁT TRIỂN GIÁO DỤC VÀ DU LỊCH KHÁNH LINH,CÔNG TY TNHH PHÁT TRIỂN GIÁO DỤC VÀ DU LỊCH KHÁNH LINH,Domestic travel,,26-0003/2019/SVHTTDL-GP LHNĐ,29/03/2019,912032133,,,congtydulichkhanhlinh@gmail.com
5830,CÔNG TY TNHH DU LỊCH& TỔ CHỨC SỰ KIỆN HOA SEN,DU LỊCH HOA SEN,Domestic travel,,26-0004/2019/SVHTTDL-GP LHNĐ,18/12/2019,972957964,,,dulichvatochucsukienhoasen@gmail.com
5831,CÔNG TY CỔ PHẦN DU LỊCH QUỐC TẾ GOLDSUN,CÔNG TY CỔ PHẦN DU LỊCH QUỐC TẾ GOLDSUN,Domestic travel,,26-0001/2022/SVHTTDL-GP LHNĐ,25/05/2022,2116267555,,,goldsunvp@gmail.com
5832,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DU LỊCH 88,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DU LỊCH 88,Domestic travel,,26-0003/2022/SVHTTDL-GP LHNĐ,06/06/2022,978115833,,,dulich88travel@gmail.com
5833,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH SAO VIỆT,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH SAO VIỆT,Domestic travel,,26-0004/2022/SVHTTDL-GP LHNĐ,21/06/2022,966953666,,,saovietyl@gmail.com
5834,CÔNG TY CP KỸ THUẬT VÀ DU LỊCH TRƯỜNG XUÂN,CÔNG TY CP KỸ THUẬT VÀ DU LỊCH TRƯỜNG XUÂN,Domestic travel,,26-0005/2022/SVHTTDL-GP LHNĐ,05/07/2022,2113728484,,www.dulichtruongxuan.com,dulichtruongxuan@gmail.com
5836,CÔNG TY CỔ PHẦN DU LỊCH & THƯƠNG MẠI TSUBAME,CÔNG TY CỔ PHẦN DU LỊCH & THƯƠNG MẠI TSUBAME,Domestic travel,,26-0007/2022/SVHTTDL-GP LHNĐ,05/12/2022,8479218888,,,juliatran.tsubame@gmail.com
5838,CÔNG TY TNHH THƯƠNG MẠI- DỊCH VỤ DU LỊCH VĨNH PHÚC,VINHPHUC TRADING AND TOURISM SERVICE COMPANY LIMITED,Domestic travel,,26-0002/2023/SVHTTDL-GP LHNĐ,17/04/2023,936177174,,,dulichvinhphuc04@gmail.com
5839,CÔNG TY TNHH THƯƠNG MẠI & DU LỊCH VIETTRAVEL,VIETTRAVEL TRADING AND TOURISM COMPANY LIMITED,Domestic travel,,26-0008/2022/SVHTTDL-GP LHNĐ,27/12/2022,968082078,,,sm@vietravel88.com
5840,CÔNG TY CỔ PHẦN TẬP ĐOÀN TNG KING TOURIST,,Domestic travel,,26-0001/2024/SVHTTDL-GP LHNĐ,26/02/2024,2113520520,,,tngkingtourist@gmail.com
5841,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN DU LỊCH TH-GROUP,TH-GROUP TOURISM INVESTMENT AND DEVELOPMENT,Domestic travel,,26-0003/2024/SVHTTDL-GP LHNĐ,26/02/2024,985084131,,,truongql@gmail.com
5842,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ GIÁO DỤC VĨNH PHÚC,Công ty Cổ phần dịch vụ và giáo dục Vĩnh Phúc,Domestic travel,"Đường Quách Gia Nương, Khu dân cư tỉnh ủy",26-0002/2024/SVHTTDL-GP LHNĐ,26/02/2024,974752226,,,giaoducvinhphuc@gmail.com
5844,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ ĐỨC PHONG,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ ĐỨC PHONG,Domestic travel,,24-0017/2022/SVHTTDL-GP LHNĐ,26/09/2022,914969798,,,ducphongcompanybg@gmail.com
5845,CÔNG TY TNHH MTV DU LỊCH BIỂN ĐẢO,CÔNG TY TNHH MTV DU LỊCH BIỂN ĐẢO,Domestic travel,"TỔ 2, KHU 8, THỊ TRẤN CÁI RỒNG, HUYỆN VÂN ĐỒN, TỈNH QUẢNG NINH",22-0067/2023/SDL-GP LHNĐ,27/06/2023,0985 858 366,,,ctymtvdulichbiendao@gmail.com
5846,CÔNG TY TNHH DU LỊCH TRẢI NGHIỆM ĐẢO THANH LÂN 4 MÙA,CÔNG TY TNHH DU LỊCH TRẢI NGHIỆM ĐẢO THANH LÂN 4 MÙA,Domestic travel,"THÔN 2, XÃ THANH LÂN, HUYỆN CÔ TÔ, TỈNH QUẢNG NINH",22-0066/2023/SDL-GP LHNĐ,21/06/2023,0978 361 219,,daothanhlan.com,namthanhlan1993@gmail.com
5857,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH HẠ LONG GROUP,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH HẠ LONG GROUP,Domestic travel,,22-0074/2023/SDL-GP LHNĐ,20/10/2023,348208996,,,Hlgtours.vn@gmail.com
5862,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH HOÀNG KIM,HOANG KIM TRADING AND TOURISM COMPANY LIMITED,Domestic travel,,22-0075/2023/SDL-GP LHNĐ,15/11/2023,972704118,,,dulichhoangkim88@gmail.com
5864,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH BÔNG CỐM XANH,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH BÔNG CỐM XANH,Domestic travel,"SỐ NHÀ 160 NGUYỄN VĂN TRỖI, PHƯỜNG HỒNG HÀ, THÀNH PHỐ HẠ LONG, TỈNH QUẢNG NINH",22-0078/2023/SDL-GP LHNĐ,29/11/2023,395851000,,,bongcomxanhtravel@gmail.com
5865,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH QUẢNG NINH TRAVEL,CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH QUẢNG NINH TRAVEL,Domestic travel,"SỐ 25, TỔ 1, KHU MINH TIẾN B, PHƯỜNG CẨM BÌNH, THÀNH PHỐ CẨM PHẢ, TỈNH QUẢNG NINH",22-0079/2023/SDL-GP LHNĐ,29/11/2023,382551666,,,Quangninhtravelcp@gmail.com
5866,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ ĐẦU TƯ THÀNH PHÁT GLOBAL,THÀNH PHÁT GLOBAL TRAVEL,Domestic travel,"TẦNG 8, TÒA NHÀ MOBIFONE, ĐƯỜNG 25/4, PHƯỜNG HỒNG GAI, THÀNH PHỐ HẠ LONG, TỈNH QUẢNG NINH",22-0080/2023/SDL-GP LHNĐ,07/12/2023,979754556,,,thanhphatglobal.sjc@gmail.com
5876,CÔNG TY TNHH DU LỊCH QUỐC TẾ HOLIDAYS,CONG TY TNHH DU LỊCH QUOC TE HOLIDAYS,Domestic travel,,22-0081/2023/SDL-GP LHNĐ,27/12/2023,976645138,,,holidayshalong@gmail.com
5878,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VẬN TẢI VIỆT PHÚC,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VẬN TẢI VIỆT PHÚC,Domestic travel,,22-0084/2024/SDL-GP LHNĐ,02/04/2024,904517909,,,Vietphucplaza@gmail.com
5879,CÔNG TY TNHH DỊCH VỤ DU LỊCH COTO STAR,CÔNG TY TNHH DỊCH VỤ DU LỊCH COTO STAR,Domestic travel,,22-0085/2024/SDL-GP LHNĐ,12/04/2024,333822115,,,Cotostarqn@gmail.com
5881,CÔNG TY TNHH ĐẠI DƯƠNG XANH CÔ TÔ,CO TO BLUE OCEAN COMPANY LIMITED,Domestic travel,,22-0087/2024/SDL-GP LHNĐ,22/04/2024,975834010,,,Nguyenha.coto1993@gmail.com
5883,CÔNG TY TNHH A&A,,Domestic travel,,22-0089/2024/SDL-GP LHNĐ,28/05/2024,338123179,,,havananh.vietnam@gmail.com
5884,CÔNG TY TNHH DU LỊCH VÀ THƯƠNG MẠI TH HẠ LONG,TH HẠ LONG TRAVEL,Domestic travel,,22-0091/2024/SDL-GP LHNĐ,05/06/2024,984735206,,,thhalongtravel@gmail.com
5885,CÔNG TY TNHH BLUE COTO TRAVEL,CÔNG TY TNHH BLUE COTO TRAVEL,Domestic travel,,22-0093/2024/SDL-GP LHNĐ,12/06/2024,783122158,,,ctybluecototravel@gmail.com
5886,CÔNG TY TNHH ĐÀO TẠO VÀ DỊCH VỤ DU LỊCH ANNA HẠ LONG,,Domestic travel,,22-0095/2024/SDL-GP LHNĐ,31/07/2024,0936 270 715,,,daotaovadulichannahalong@gmail.com
5887,CÔNG TY CỔ PHẦN DU LỊCH HẠ LONG VENTURES,HALONG VENTURES,Domestic travel,,22-0094/2024/SDL-GP LHNĐ,23/07/2024,0912 833 833,,www.halongventures.com,info@halongventures.com
5893,CÔNG TY TNHH DU LỊCH VẬN TẢI AN TÙNG ANH,AN TUNG ANH TOURISM TRANSPORTATION COMPANY LIMITED,Domestic travel,,22-0097/2024/SDL-GP LHNĐ,29/10/2024,0974 959 389,,,congtytunganh2024@gmail.com
5896,CÔNG TY CP THƯƠNG MẠI VÀ DU LỊCH ĐẤT MỎ,,Domestic travel,,22-0098/2024/SDL-GP LHNĐ,11/11/2024,384350177,,,ctcpdulich.datmo@gmail.com
5901,CÔNG TY TNHH DỊCH VỤ DU LỊCH LỮ HÀNH XUYÊN VIỆT,CÔNG TY TNHH DỊCH VỤ DU LỊCH LỮ HÀNH XUYÊN VIỆT,Domestic travel,,30-0024/2023/SVHTTDL-GP LHNĐ,25/10/2023,902718179,,,xuyenviethaiduong@gmail.com
5902,CÔNG TY TNHH 1 TV DỊCH VỤ DU LỊCH VIỆT BẮC,CÔNG TY TNHH 1 TV DỊCH VỤ DU LỊCH VIỆT BẮC,Domestic travel,,30-0025/2023/SVHTTDL-GP LHNĐ,18/07/2023,775236120,,,vietbactravel22@gmail.com
5903,CÔNG TY TNHH HD ĐÔNG Á,CÔNG TY TNHH HD ĐÔNG Á,Domestic travel,,30-0026/2023/SVHTTDL-GP LHNĐ,28/07/2023,983164785,,,hddongatravel@gmail.com
5904,CÔNG TY TNHH MỘT THÀNH VIÊN DU LỊCH VÀ THƯƠNG MẠI TOÀN THẮNG,CÔNG TY TNHH MTV DU LỊCH VÀ THƯƠNG MẠI TOÀN THẮNG,Domestic travel,,30-0027/2023/SVHTTDL-GP LHNĐ,21/08/2023,912263390,,,dulichtoanthanghd@gmail.com
5907,CÔNG TY TNHH DU LỊCH VÀ THƯƠNG MẠI BÌNH MINH HD,CÔNG TY TNHH DU LỊCH VÀ THƯƠNG MẠI BÌNH MINH HD,Domestic travel,,30-0030/2023/SVHTTDL-GP LHNĐ,06/12/2023,934266632,,,congtydulichbinhminhhd@gmail.com
5909,CÔNG TY TNHH DU LỊCH QUỐC TẾ DÒNG CHẢY VIỆT,CÔNG TY TNHH DU LỊCH QUỐC TẾ DÒNG CHẢY VIỆT,Domestic travel,,30-0031/2024/SVHTTDL-GP LHNĐ,18/01/2024,988987883,,,dongchayviet@gmail.com
5910,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DU LỊCH HƯƠNG VIỆT,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DU LỊCH HƯƠNG VIỆT,Domestic travel,,30-0032/2024/SVHTTDL-GP LHNĐ,29/02/2024,983568363,,,nguyenthihiencks@gmail.com
5912,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI VÀ DU LỊCH THẠCH MAI TRANG,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI VÀ DU LỊCH THẠCH MAI TRANG,Domestic travel,,30-0033/2024/SVHTTDL-GP LHNĐ,07/05/2024,981673526,,,dulichthachmaitranghd@gmail.com
5913,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN DU LỊCH NATRU TRAVEL,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN DU LỊCH NATRU TRAVEL,Domestic travel,,30-0034/2024/SVHTTDL-GP LHNĐ,19/06/2024,971993579,,,natrutravel@gmail.com
5914,CÔNG TY CỔ PHẦN GIÁO DỤC VÀ TỔ CHỨC SỰ KIỆN TÂM TÍN THÀNH,CÔNG TY CỔ PHẦN GIÁO DỤC VÀ TỔ CHỨC SỰ KIỆN TÂM TÍN THÀNH,Domestic travel,,30-0036/2024/SVHTTDL-GP LHNĐ,05/09/2024,906121112,,tamtinthanh.vn,everestdiscoverytravel@gmail.com
5915,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ DU LỊCH ĐÔNG NAM Á,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ DU LỊCH ĐÔNG NAM Á,Domestic travel,,30-0035/2024/SVHTTDL-GP LHNĐ,04/09/2024,904865165,2203852199,,dongnamatours@gmail.com
5916,CÔNG TY TNHH DU LỊCH KATO TRAVEL,CÔNG TY TNHH DU LỊCH KATO TRAVEL,Domestic travel,,30-0037/2024/SVHTTDL-GP LHNĐ,30/09/2024,987407585,,www.katotravel.com,katovitravel@gmail.com
5917,CÔNG TY TNHH TRIỆU PHỐ,CÔNG TY TNHH TRIỆU PHỐ,Domestic travel,,30-0038/2024/SVHTTDL-GP LHNĐ,05/11/2024,2203736877,,https://dulichtrieupho.com,dulichtrieupho@gmail.com
5921,CÔNG TY TNHH THƯƠNG MẠI&DỊCH VỤ THANH BÌNH,Công ty TNHH Thương mại&dịch vụ Thanh Bình,Domestic travel,,33-0011/2024/SVHTTDL-GP LHNĐ,22/03/2024,2213.714333,2213.714333,,dulichthanhbinhtravel
5927,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI DẦU KHÍ THÁI BÌNH,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI DẦU KHÍ THÁI BÌNH,Domestic travel,"Số 458, phố Lý Bôn, phường Đề Thám, thành phố Thái Bình, tỉnh Thái Bình, Việt Nam",34-0016/2024/SVHTTDL-GP LHNĐ,04/09/2024,2273831789,2273835074,pvctb.vn,vanthupvctb@gmail.com
5928,Công ty Cổ phần Du lịch Công đoàn Nam Định.,Nam Dinh Trade Union Tourism Join Stock Company,Domestic travel,"Số 121 Lê Hồng Phong, phường Vị Hoàng, thành phố Nam Định, tỉnh Nam Định.",36-0018/2023/SVHTTDL-GP LHNĐ,27/06/2023,02283841124 - 02283649738,2283844307,http://khachsandulichcongdoannamdinh.vn,dlcdnamdinh121@gmail.com
5929,Công ty Cổ phần Thương mại và Du lịch Huyền thoại Bắc Bộ,Tonkin Legends,Domestic travel,"Số 119 Minh Khai, phường Vị Hoàng, thành phố Nam Định, tỉnh Nam Định",36-0019/2023/SVHTTDL-GP LHNĐ,03/07/2023,353488869,,www.tonkinlegends.com,info@tonkinlegends.com
5930,Công ty TNHH Thương mại và Du lịch Quốc tế Anna Travel,Công ty TNHH Thương mại và Du lịch Quốc tế Anna Travel,Domestic travel,"87 Nguyễn Trãi, phường Phan Đình Phùng, thành phố Nam Định, tỉnh Nam Định",36-0020/2023/SVHTTDL-GP LHNĐ,21/07/2023,943775235,,,annatravel2023nd@gmail.com
5931,Công ty TNHH Phát triển Thương mại và Du lịch Minh Lâm,Minh Lam Travel and Trading development company Limited,Domestic travel,"xóm 1, xã Xuân Vinh, huyện Xuân Trường, tỉnh Nam Định",36-0021/2023/SVHTTDL-GP LHNĐ,13/12/2023,912929595,,,minhlamtravel68@gmail.com
5932,CÔNG TY TNHH DU LỊCH MẶT TRỜI Á ĐÔNG,CÔNG TY TNHH DU LỊCH MẶT TRỜI Á ĐÔNG,Domestic travel,"Số 14 Đào Sư Tích, KĐT Hòa Vượng, phường Lộc Vượng, TP Nam Định",36-0022/2024/SVHTTDL-GP LHNĐ,12/03/2024,941001999,,,dulichmattroiadong@gmail.com
5933,Công ty TNHH Dược và Du lịch Hà Anh,Công ty TNHH Dược và Du lịch Hà Anh,Domestic travel,"192 đường Lương Thế Vinh, thị trấn Gôi, huyện Vụ Bản, tỉnh Nam Định",36-0023/2024/SVHTTDL-GP LHNĐ,23/05/2024,919836990,,,Đuoculichhaanh68@gmail.com
5934,Công ty TNHH Thương mại Dịch vụ và Du lịch Bamboo.,Công ty TNHH Thương mại Dịch vụ và Du lịch Bamboo.,Domestic travel,"Nhà số 2, phố Đoàn Kết, đường Chu Văn An, phường Lộc Vượng, thành phố Nam Định",36-0024/2024/SVHTTDL-GP LHNĐ,31/05/2024,947004040,,,Bambootravelnd@gmail.com
5935,CÔNG TY TNHH THƯƠNG MẠI ĐẦU TƯ & DU LỊCH LET'S GO,CÔNG TY TNHH THƯƠNG MẠI ĐẦU TƯ & DU LỊCH LET'S GO,Domestic travel,"Số 28 Trần Đạo Tái, phường Lộc Vượng, thành phố Nam Định, tỉnh Nam Định",36-0025/2024/SVHTTDL-GP LHNĐ,25/10/2024,328586264,,,letsgotravel1221@gmail.com
5936,CÔNG TY TNHH DU LỊCH VÀ THƯƠNG MẠI SAO MAI,SAO MAI TRADING AND TRAVEL COMPANY LIMITED,Domestic travel,"Số 296 TDP số 3, thị trấn Yên Định, huyện Hải Hậu, tỉnh Nam Định",36-0026/2024/SVHTTDL-GP LHNĐ,01/11/2024,0912 137 333,,,phungxuandinh@gmail.com
5938,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DU LỊCH PHƯƠNG ĐÔNG TRAVEL,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DU LỊCH PHƯƠNG ĐÔNG TRAVEL,Domestic travel,,35-0017/2023/SVHTTDL-GP LHNĐ,13/10/2023,913319168,,,Dulichphuongdongtravel@gmail.com
5939,CÔNG TY TNHH DU LỊCH GIÁO DỤC VÀ TRẢI NGHIỆM SỰ KIỆN TOÀN CẦU,CÔNG TY TNHH DU LỊCH GIÁO DỤC VÀ TRẢI NGHIỆM SỰ KIỆN TOÀN CẦU,Domestic travel,,35-0019/2023/SVHTTDL-GP LHNĐ,29/12/2023,921847777,,toancautravel.net,congtydulichvntc@gmail.com
5941,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN RỒNG VIỆT,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN RỒNG VIỆT,Domestic travel,Thôn Gián Khẩu,37-0027/2023/SDL-GP LHNĐ,27/10/2023,989788869,,dulichongviet.com,dulichrongviet68@gmail.com
5943,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ ĐĂNG QUANG TRAVEL,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ ĐĂNG QUANG TRAVEL,Domestic travel,"Số 46A, phố Phú Vinh",37-0028/2023/SDL-GP LHNĐ,12/12/2023,985217389,,www.dangquangtravel2019@gmail.com,thanhmo1011@gmail.com
5947,CÔNG TY TNHH HOÀNG LONG SLT,CÔNG TY TNHH HOÀNG LONG SLT,Domestic travel,,37-0030/2024/SDL-GP LHNĐ,26/12/2024,943969201,,,congtyhoanglong.slt@gmail.com
5955,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VÀ DU LỊCH QUỐC TẾ NGHỆ AN,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU VÀ DU LỊCH QUỐC TẾ NGHỆ AN,Domestic travel,,40-0041/2023/SDL-GP LHNĐ,29/12/2023,912918355,,,Ngheantravelvn@gmail.com
5956,CÔNG TY TNHH DỊCH VỤ VÀ DU LỊCH BÌNH AN TRAVEL,CÔNG TY TNHH DỊCH VỤ VÀ DU LỊCH BÌNH AN TRAVEL,Domestic travel,,40-0042/2024/SDL-GP LHNĐ,22/01/2025,938215369,,,binhantravel.tc@gmail.com
5957,CÔNG TY TNHH TM&DV PHÚC ANH GROUP,CÔNG TY TNHH TM&DV PHÚC ANH GROUP,Domestic travel,,40-0043/2024/SDL-GP LHNĐ,12/03/2024,966330266,,,phongvephucanh@gmail.com
5958,CÔNG TY TNHH DU LỊCH TRƯỜNG SƠN CỬA LÒ,CÔNG TY TNHH DU LỊCH TRƯỜNG SƠN CỬA LÒ,Domestic travel,,40-0044/2024/SDL-GP LHNĐ,22/04/2024,912282010,,,khachsantuananh@gmail.com
5959,CÔNG TY TNHH LỮ HÀNH QUÓC TẾ TOUR VIỆT NAM,CÔNG TY TOUR VIỆT NAM,Domestic travel,,40-0046/2024/SDL-GP LHNĐ,12/06/2024,976256173,,tourvietnamvn.com,tourvietnam1980@gmail.com
5960,CÔNG TY CP XNK VÀ DU LỊCH QUỐC TẾ THÁI BÌNH DƯƠNG,CÔNG TY CP XNK VÀ DU LỊCH QUỐC TẾ THÁI BÌNH DƯƠNG,Domestic travel,,40-0047/2024/SDL-GP LHNĐ,16/07/2024,971087999,,thaibinhduongtravel,tampacific82@gmail.com.
5963,CÔNG TY CỔ PHẦN DU LỊCH ĐẠI VIỆT HT,CÔNG TY CỔ PHẦN DU LỊCH ĐẠI VIỆT HT,Domestic travel,,42-110/2023/SVHTTDL-GP LHNĐ,06/06/2023,913446066,,,minhmanh.dl@gmail.com
5965,CÔNG TY TNHH MTV DỊCH VỤ VÀ DU LỊCH TUẤN LƯƠNG,CÔNG TY TUẤN LƯƠNG,Domestic travel,,42-0009/2023/SVHTTDL-GP LHNĐ,18/12/2023,946480982,,,tranvantuan279@gmail.com
5967,Công ty Cổ phần DIDITRIP,Công ty Cổ phần DIDITRIP,Domestic travel,,42-017/2024/SVHTTDL-GP LHNĐ,24/05/2024,914549777,,,sales@diditrip.vn
5968,Công ty TNHH Đầu tư Phát triển TM và Dịch vụ HTV,Công ty TNHH Đầu tư Phát triển TM và Dịch vụ HTV,Domestic travel,,42-018/2024/SVHTTDL-GP LHNĐ,27/05/2024,912690138,,,htvcompany68@gmail.com
5971,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ DU LỊCH QUANG MINH,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ DU LỊCH QUANG MINH,Domestic travel,17 Thanh Niên,44-0028/2023/SDL-GP LHNĐ,25/12/2023,983631808,,,abatourqb@gmail.com
5978,CÔNG TY TNHH DU LỊCH VÀ SỰ KIỆN ZPLUS,CÔNG TY TNHH DU LỊCH VÀ SỰ KIỆN ZPLUS,Domestic travel,"Số 21, đường Nguyễn Khuyến",44-0029/2024/SDL-GP LHNĐ,02/05/2024,945616247,,,zplusadventure@gmail.cim
5979,CÔNG TY CỔ PHẦN DU LỊCH QUỐC TẾ VÀ SỰ KIỆN QUẢNG BÌNH,CÔNG TY CỔ PHẦN DU LỊCH QUỐC TẾ VÀ SỰ KIỆN QUẢNG BÌNH,Domestic travel,đường Lâm Hoằng,44-0030/2024/SDL-GP LHNĐ,06/05/2024,776274999,,phongnhatravel.com.vn,salesphongnhatravel@gmail.com
5981,CÔNG TY TNHH HẢI ANH BOOKING,CÔNG TY TNHH HẢI ANH BOOKING,Domestic travel,thôn 7,44-0032/2024/SDL-GP LHNĐ,17/05/2024,911068516,,haianhbooking.vn,info@haianhbooking.vn
5982,CÔNG TY TNHH LƯƠNG THỰC VÀ LỮ HÀNH HƯƠNG VIỆT,CÔNG TY TNHH LƯƠNG THỰC VÀ LỮ HÀNH HƯƠNG VIỆT,Domestic travel,"số 40, đường Phan Đình Phùng",44-0034/2024/SDL-GP LHNĐ,24/06/2024,909288979,,quangbinhgo.com,quangbinhgo@gmail.com
5983,CÔNG TY TNHH NỤ CƯỜI PHONG NHA,CÔNG TY TNHH NỤ CƯỜI PHONG NHA,Domestic travel,"số 03, ngõ 12, đường Phan Đình Phùng",44-0033/2024/SDL-GP LHNĐ,04/06/2024,919742382,,,phongnhasmiletravel@gmail.com
5991,Công ty TNHH MTV Thương mại và Du lịch Biển Xanh Châu Á,Công ty TNHH MTV Thương mại và Du lịch Biển Xanh Châu Á,Domestic travel,Nhà 2 ngõ 4 kiệt 33 đường An Dương Vương,46-0022/2023/SDL-GP LHNĐ,06/11/2023,916860552,,dulichonline.info,sales@dulichonline.info
5996,Công ty TNHH Lữ hành An Tường Travel,Công ty TNHH Lữ hành An Tường Travel,Domestic travel,"75 Nguyễn Trãi, phường Thuận Hòa",46-0023/2024/SDL-GP LHNĐ,30/01/2024,335910712,,,phanthuydulich@gmail.com
5997,Công ty TNHH Một Thành Viên Lữ hành Mây Ngọc,Công ty TNHH Một Thành Viên Lữ hành Mây Ngọc,Domestic travel,"Dự án BGI Lô LK 15-11, đường Hoàng Quốc Việt",46-0024/2024/SDL-GP LHNĐ,21/02/2024,935618242,,,marshmallow.thao@gmail.com
6003,CÔNG TY CỔ PHẦN DU LỊCH ĐẠI BÀNG,EAGLETOURIST,Domestic travel,"06 NGUYỄN ĐÌNH BẢY, PHƯỜNG PHÚ THƯỢNG",46-0025/2024/SDL-GP LHNĐ,17/12/2024,942090701,,dulichdaibang.com,info@dulichdaibang.com
